stem,split,image_path,mask_path,height,width,fg_ratio,num_present_classes,num_connected_components,present_classes,present_class_names,present_class_groups,has_tail,has_extreme_tail,rare_score,hard_score_gt,difficulty_level,stage1_weight,stage2_weight,aug_policy
00005856,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005856.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005856.png,1024,577,0.3509,4,2,"[11, 73, 74, 103]","['broccoli', 'pork', 'potato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1285,2.5982000000000003,medium,2.1285,2.257,none
00005857,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005857.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005857.png,340,512,0.6839,7,1,"[1, 3, 15, 68, 73, 74, 103]","['apple', 'asparagus', 'carrot', 'pepper', 'pork', 'potato', 'background']","['medium', 'medium', 'head', 'medium', 'medium', 'head', 'background']",False,False,0.3784,2.5322,medium,2.3784,2.7568,none
00005858,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005858.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005858.png,428,642,0.4317,3,2,"[25, 92, 103]","['corn', 'steak', 'background']","['medium', 'head', 'background']",False,False,0.0962,2.1866000000000003,easy,2.5962,1.5924,none
00005859,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005859.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005859.png,256,256,0.6247,4,1,"[21, 25, 80, 103]","['chicken duck', 'corn', 'rice', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1437,1.9005999999999998,easy,2.6437,1.6873999999999998,none
00005860,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005860.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005860.png,384,512,0.4817,4,1,"[62, 64, 92, 103]","['other ingredients', 'pasta', 'steak', 'background']","['medium', 'medium', 'head', 'background']",False,False,0.2289,2.1866,easy,2.7289,1.8578000000000001,none
00005861,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005861.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005861.png,484,512,0.6776,4,1,"[23, 92, 96, 103]","['cilantro mint', 'steak', 'tomato', 'background']","['head', 'head', 'head', 'background']",False,False,0.1221,1.7948,easy,2.6221,1.6442,none
00005862,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005862.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005862.png,457,512,0.4079,5,1,"[21, 27, 60, 96, 103]","['chicken duck', 'cucumber', 'onion', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.1884,2.5842,medium,2.1884,2.3768000000000002,none
00005863,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005863.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005863.png,384,512,0.4218,8,1,"[10, 12, 17, 23, 52, 74, 92, 103]","['bread', 'cabbage', 'cauliflower', 'cilantro mint', 'lettuce', 'potato', 'steak', 'background']","['head', 'medium', 'medium', 'head', 'medium', 'head', 'head', 'background']",False,False,0.4052,3.3064,hard,1.8052000000000001,3.8104,none
00005864,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005864.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005864.png,1024,1399,0.5904,4,1,"[10, 30, 96, 103]","['bread', 'egg', 'tomato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1454,1.9691999999999998,easy,2.6454,1.6907999999999999,none
00005865,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005865.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005865.png,384,512,0.5027,4,1,"[21, 23, 27, 103]","['chicken duck', 'cilantro mint', 'cucumber', 'background']","['head', 'head', 'medium', 'background']",False,False,0.1369,2.1445999999999996,easy,2.6369,1.6738,none
00005866,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005866.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005866.png,382,512,0.2861,3,1,"[13, 61, 103]","['cake', 'orange', 'background']","['medium', 'medium', 'background']",False,False,0.1435,2.3278,medium,2.1435,2.287,none
00005867,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005867.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005867.png,384,512,0.5083,5,1,"[15, 23, 57, 92, 103]","['carrot', 'cilantro mint', 'noodles', 'steak', 'background']","['head', 'head', 'medium', 'head', 'background']",False,False,0.2041,2.3834,medium,2.2041,2.4082,none
00005868,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005868.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005868.png,347,512,0.2894,5,3,"[8, 45, 82, 93, 103]","['biscuit', 'ice cream', 'sauce', 'strawberry', 'background']","['medium', 'head', 'head', 'medium', 'background']",False,False,0.2178,3.1212,hard,1.6178,3.4356,none
00005869,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005869.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005869.png,640,480,0.549,5,1,"[25, 45, 74, 92, 103]","['corn', 'ice cream', 'potato', 'steak', 'background']","['medium', 'head', 'head', 'head', 'background']",False,False,0.1784,2.3019999999999996,medium,2.1784,2.3568,none
00005870,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005870.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005870.png,384,512,0.5128,4,2,"[27, 45, 60, 103]","['cucumber', 'ice cream', 'onion', 'background']","['medium', 'head', 'medium', 'background']",False,False,0.1573,2.2744,medium,2.1573,2.3146,none
00005871,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005871.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005871.png,334,512,0.4569,4,1,"[13, 19, 20, 103]","['cake', 'cheese butter', 'cherry', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2187,2.2362,easy,2.7187,1.8374000000000001,none
00005872,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005872.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005872.png,1024,768,0.4095,3,1,"[13, 93, 103]","['cake', 'strawberry', 'background']","['medium', 'medium', 'background']",False,False,0.1164,2.081,easy,2.6164,1.6328,none
00005873,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005873.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005873.png,372,512,0.6442,5,1,"[25, 73, 74, 82, 103]","['corn', 'pork', 'potato', 'sauce', 'background']","['medium', 'medium', 'head', 'head', 'background']",False,False,0.1826,2.1116,easy,2.6826,1.7652,none
00005874,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005874.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005874.png,256,256,0.3796,3,1,"[46, 61, 103]","['juice', 'orange', 'background']","['medium', 'medium', 'background']",False,False,0.1856,2.1408,easy,2.6856,1.7711999999999999,none
00005875,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005875.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005875.png,1024,1820,0.4837,3,1,"[10, 64, 103]","['bread', 'pasta', 'background']","['head', 'medium', 'background']",False,False,0.1349,1.9325999999999999,easy,2.6349,1.6698,none
00005876,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005876.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005876.png,384,512,0.3723,4,1,"[15, 19, 96, 103]","['carrot', 'cheese butter', 'tomato', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1427,2.4053999999999998,medium,2.1427,2.2854,none
00005877,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005877.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005877.png,1024,1024,0.217,3,1,"[60, 92, 103]","['onion', 'steak', 'background']","['medium', 'head', 'background']",False,False,0.0972,2.466,medium,2.0972,2.1944,none
00005878,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005878.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005878.png,283,410,0.5248,3,2,"[21, 82, 103]","['chicken duck', 'sauce', 'background']","['head', 'head', 'background']",False,False,0.0743,2.0004,easy,2.5743,1.5486,none
00005879,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005879.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005879.png,512,502,0.4879,4,1,"[46, 61, 93, 103]","['juice', 'orange', 'strawberry', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2399,2.1742,easy,2.7399,1.8798,none
00005880,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005880.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005880.png,1024,768,0.4155,8,2,"[10, 19, 21, 52, 61, 92, 96, 103]","['bread', 'cheese butter', 'chicken duck', 'lettuce', 'orange', 'steak', 'tomato', 'background']","['head', 'medium', 'head', 'medium', 'medium', 'head', 'head', 'background']",False,False,0.3531,3.4690000000000003,hard,1.7530999999999999,3.7062,none
00005881,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005881.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005881.png,307,410,0.375,4,2,"[10, 29, 61, 103]","['bread', 'dried cranberries', 'orange', 'background']","['head', 'extreme_tail', 'medium', 'background']",False,True,0.524,3.75,hard,1.924,5.548,none
00005882,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005882.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005882.png,256,256,0.772,3,1,"[10, 93, 103]","['bread', 'strawberry', 'background']","['head', 'medium', 'background']",False,False,0.0887,1.3559999999999999,easy,2.5887000000000002,1.5774,none
00005883,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005883.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005883.png,420,512,0.8277,7,1,"[23, 36, 73, 74, 86, 96, 103]","['cilantro mint', 'french beans', 'pork', 'potato', 'shiitake', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'medium', 'head', 'background']",False,False,0.3815,2.2446,easy,2.8815,2.163,none
00005884,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005884.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005884.png,512,468,0.889,4,1,"[15, 35, 36, 103]","['carrot', 'fish', 'french beans', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1721,1.3719999999999999,easy,2.6721,1.7442000000000002,none
00005885,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005885.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005885.png,384,512,0.6178,4,1,"[11, 74, 92, 103]","['broccoli', 'potato', 'steak', 'background']","['head', 'head', 'head', 'background']",False,False,0.1173,1.9144,easy,2.6173,1.6345999999999998,none
00005886,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005886.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005886.png,256,256,0.4628,5,1,"[11, 61, 73, 80, 103]","['broccoli', 'orange', 'pork', 'rice', 'background']","['head', 'medium', 'medium', 'medium', 'background']",False,False,0.2216,2.4744,medium,2.2216,2.4432,none
00005887,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005887.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005887.png,384,512,0.7835,5,1,"[50, 52, 91, 96, 103]","['lamb', 'lettuce', 'spring onion', 'tomato', 'background']","['medium', 'medium', 'medium', 'head', 'background']",False,False,0.3269,1.8330000000000002,easy,2.8269,2.0538,none
00005888,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005888.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005888.png,1024,768,0.7013,4,1,"[36, 57, 73, 103]","['french beans', 'noodles', 'pork', 'background']","['medium', 'medium', 'medium', 'background']",False,False,0.2036,1.7473999999999998,easy,2.7036,1.8072,none
00005889,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005889.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005889.png,1024,1024,0.512,4,1,"[15, 23, 92, 103]","['carrot', 'cilantro mint', 'steak', 'background']","['head', 'head', 'head', 'background']",False,False,0.1199,2.126,easy,2.6199,1.6398000000000001,none
00005890,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005890.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005890.png,384,512,0.2851,3,1,"[64, 96, 103]","['pasta', 'tomato', 'background']","['medium', 'head', 'background']",False,False,0.1387,2.3297999999999996,medium,2.1387,2.2774,none
00005891,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005891.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005891.png,1024,1365,0.682,3,1,"[21, 25, 103]","['chicken duck', 'corn', 'background']","['head', 'medium', 'background']",False,False,0.094,1.536,easy,2.5940000000000003,1.588,none
00005892,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005892.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005892.png,512,397,0.8529,5,1,"[23, 69, 91, 96, 103]","['cilantro mint', 'pie', 'spring onion', 'tomato', 'background']","['head', 'medium', 'medium', 'head', 'background']",False,False,0.2397,1.6942,easy,2.7397,1.8794,none
00005893,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005893.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005893.png,384,512,0.6913,4,1,"[11, 15, 21, 103]","['broccoli', 'carrot', 'chicken duck', 'background']","['head', 'head', 'head', 'background']",False,False,0.1131,1.7673999999999999,easy,2.6131,1.6261999999999999,none
00005894,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005894.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005894.png,1024,1365,0.6423,3,1,"[10, 19, 103]","['bread', 'cheese butter', 'background']","['head', 'medium', 'background']",False,False,0.1029,1.6154000000000002,easy,2.6029,1.6058,none
00005895,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005895.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005895.png,200,200,0.4663,5,1,"[11, 21, 81, 96, 103]","['broccoli', 'chicken duck', 'salad', 'tomato', 'background']","['head', 'head', 'tail', 'head', 'background']",True,False,0.4315,3.2674000000000003,hard,1.8315000000000001,3.863,none
00005896,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005896.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005896.png,256,256,0.6427,4,1,"[23, 57, 82, 103]","['cilantro mint', 'noodles', 'sauce', 'background']","['head', 'medium', 'head', 'background']",False,False,0.1659,1.8645999999999998,easy,2.6658999999999997,1.7317999999999998,none
00005897,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005897.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005897.png,273,410,0.4655,3,3,"[56, 93, 103]","['milkshake', 'strawberry', 'background']","['medium', 'medium', 'background']",False,False,0.1916,2.269,medium,2.1916,2.3832,none
00005898,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005898.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005898.png,256,256,0.2892,3,2,"[10, 24, 103]","['bread', 'coffee', 'background']","['head', 'medium', 'background']",False,False,0.1349,2.4716,medium,2.1349,2.2698,none
00005899,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005899.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005899.png,256,256,0.4376,3,1,"[13, 22, 103]","['cake', 'chocolate', 'background']","['medium', 'tail', 'background']",True,False,0.2265,2.8247999999999998,medium,2.2264999999999997,2.4530000000000003,none
00005900,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005900.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005900.png,384,512,0.4641,4,1,"[23, 30, 38, 103]","['cilantro mint', 'egg', 'fried meat', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.2024,2.2218,easy,2.7024,1.8048000000000002,none
00005901,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005901.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005901.png,720,720,0.6658,4,1,"[11, 73, 80, 103]","['broccoli', 'pork', 'rice', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1403,1.8184,easy,2.6403,1.6806,none
00005902,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005902.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005902.png,1024,1365,0.6394,4,1,"[15, 21, 80, 103]","['carrot', 'chicken duck', 'rice', 'background']","['head', 'head', 'medium', 'background']",False,False,0.1228,1.8712,easy,2.6228,1.6456,none
00005903,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005903.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005903.png,343,512,0.5654,4,1,"[45, 69, 93, 103]","['ice cream', 'pie', 'strawberry', 'background']","['head', 'medium', 'medium', 'background']",False,False,0.1533,2.0191999999999997,easy,2.6532999999999998,1.7066,none
00005904,test,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\img\00005904.jpg,F:\ANHTHU\1-HCMUS\1 - STUDY\HKVIII\CV\PROJECT\WORKING\source\0-src\datasets\foodseg103-full\test\mask\00005904.png,204,307,0.2772,6,2,"[15, 60, 74, 92, 101, 103]","['carrot', 'onion', 'potato', 'steak', 'wine', 'background']","['head', 'medium', 'head', 'head', 'medium', 'background']",False,False,0.2972,3.2456,hard,1.6972,3.5944000000000003,none
